word	change (%)	opm BASE	opm INST	significant
gold_ADJ	-22.07	15.22	11.86	False
RNAi_NOUN	-22.07	15.22	11.86	False
α_PRON	-22.07	30.45	23.73	False
broad_ADV	-22.07	15.22	11.86	False
key_NOUN	-22.07	15.22	11.86	False
smoking_NOUN	-22.08	125.44	97.74	True
heart_NOUN	-22.09	269.77	210.17	True
body_NOUN	-22.09	524.31	408.48	True
heat_NOUN	-22.10	129.10	100.57	True
enhancement_NOUN	-22.15	52.98	41.24	False
locus_NOUN	-22.19	18.88	14.69	False
radiological_ADJ	-22.19	37.76	29.38	False
raw_ADJ	-22.19	18.88	14.69	False
themselves_PRON	-22.19	18.88	14.69	False
angle_NOUN	-22.19	132.14	102.83	True
old_ADJ	-22.19	588.86	458.19	True
by_ADP	-22.19	5501.89	4280.81	True
gain_NOUN	-22.24	63.94	49.72	False
breath_NOUN	-22.27	22.53	17.51	False
completion_NOUN	-22.27	22.53	17.51	False
phenotypic_ADJ	-22.33	26.18	20.34	False
alloy_NOUN	-22.37	29.84	23.16	False
childhood_NOUN	-22.37	59.68	46.33	False
explanation_NOUN	-22.40	33.49	25.99	False
wide_ADJ	-22.42	178.42	138.42	True
rate_VERB	-22.47	44.45	34.46	False
v_NOUN	-22.57	80.99	62.71	False
free_ADJ	-22.65	300.21	232.20	True
stimulation_NOUN	-22.69	91.34	70.62	True
meaningful_ADJ	-22.69	18.27	14.12	False
batch_NOUN	-22.69	18.27	14.12	False
end_VERB	-22.69	18.27	14.12	False
purification_NOUN	-22.69	18.27	14.12	False
path_NOUN	-22.69	25.58	19.77	False
malnutrition_NOUN	-22.69	25.58	19.77	False
shortening_NOUN	-22.69	10.96	8.47	False
derivation_NOUN	-22.69	10.96	8.47	False
sand_NOUN	-22.69	10.96	8.47	False
organelle_NOUN	-22.69	10.96	8.47	False
durable_ADJ	-22.69	10.96	8.47	False
homelessness_NOUN	-22.69	10.96	8.47	False
topology_NOUN	-22.69	10.96	8.47	False
preferred_ADJ	-22.69	10.96	8.47	False
colour_NOUN	-22.69	10.96	8.47	False
fauna_NOUN	-22.69	10.96	8.47	False
electrophilic_ADJ	-22.69	3.65	2.82	False
retain_VERB	-22.69	29.23	22.60	False
allosteric_ADJ	-22.69	3.65	2.82	False
extremely_ADV	-22.69	14.61	11.30	False
electrophoretic_ADJ	-22.69	3.65	2.82	False
vulgaris_NOUN	-22.69	7.31	5.65	False
oppose_VERB	-22.69	3.65	2.82	False
colistin_NOUN	-22.69	3.65	2.82	False
truncated_ADJ	-22.69	7.31	5.65	False
mid_ADJ	-22.69	7.31	5.65	False
manifest_VERB	-22.69	3.65	2.82	False
styrene_ADJ	-22.69	3.65	2.82	False
voluntary_ADJ	-22.69	14.61	11.30	False
euthanasia_NOUN	-22.69	3.65	2.82	False
chimeric_NOUN	-22.69	3.65	2.82	False
abdomen_NOUN	-22.69	3.65	2.82	False
β_DET	-22.69	3.65	2.82	False
intermittent_ADJ	-22.69	7.31	5.65	False
dialogue_NOUN	-22.69	3.65	2.82	False
unprecedented_ADJ	-22.69	14.61	11.30	False
orf_NOUN	-22.69	3.65	2.82	False
polluted_ADJ	-22.69	3.65	2.82	False
migrant_NOUN	-22.69	14.61	11.30	False
chemoresistance_NOUN	-22.69	7.31	5.65	False
server_NOUN	-22.69	7.31	5.65	False
neuroendocrine_ADJ	-22.69	3.65	2.82	False
coexpression_NOUN	-22.69	3.65	2.82	False
unaware_ADJ	-22.69	3.65	2.82	False
melatonin_ADJ	-22.69	3.65	2.82	False
hydrazine_NOUN	-22.69	3.65	2.82	False
condyle_NOUN	-22.69	7.31	5.65	False
landmark_NOUN	-22.69	3.65	2.82	False
eicu_ADJ	-22.69	3.65	2.82	False
thyroid_ADJ	-22.69	3.65	2.82	False
frameshift_NOUN	-22.69	3.65	2.82	False
continent_NOUN	-22.69	3.65	2.82	False
cyclohexadiene_NOUN	-22.69	3.65	2.82	False
intervene_VERB	-22.69	7.31	5.65	False
baumannii_ADJ	-22.69	3.65	2.82	False
nab_NOUN	-22.69	3.65	2.82	False
amniotic_ADJ	-22.69	3.65	2.82	False
oropharyngeal_ADJ	-22.69	3.65	2.82	False
linoleic_ADJ	-22.69	3.65	2.82	False
cde_NOUN	-22.69	3.65	2.82	False
recipient_ADJ	-22.69	3.65	2.82	False
somatosensory_ADJ	-22.69	3.65	2.82	False
spillover_NOUN	-22.69	3.65	2.82	False
indice_VERB	-22.69	3.65	2.82	False
microsatellite_NOUN	-22.69	3.65	2.82	False
ferret_NOUN	-22.69	3.65	2.82	False
albino_NOUN	-22.69	3.65	2.82	False
polling_NOUN	-22.69	3.65	2.82	False
neurovascular_ADJ	-22.69	3.65	2.82	False
abi_NOUN	-22.69	3.65	2.82	False
frontier_NOUN	-22.69	3.65	2.82	False
object_VERB	-22.69	3.65	2.82	False
t2d_ADJ	-22.69	3.65	2.82	False
vitiligo_ADJ	-22.69	3.65	2.82	False
intrinsically_ADV	-22.69	3.65	2.82	False
thrombin_NOUN	-22.69	7.31	5.65	False
lameness_ADJ	-22.69	3.65	2.82	False
chimpanzee_NOUN	-22.69	3.65	2.82	False
standardised_ADJ	-22.69	3.65	2.82	False
flesh_NOUN	-22.69	3.65	2.82	False
commit_VERB	-22.69	3.65	2.82	False
cooler_NOUN	-22.69	3.65	2.82	False
nephrologist_NOUN	-22.69	3.65	2.82	False
clathrin_NOUN	-22.69	3.65	2.82	False
circ_usp36_NOUN	-22.69	3.65	2.82	False
cavin3_NOUN	-22.69	3.65	2.82	False
tonsillectomy_NOUN	-22.69	3.65	2.82	False
stn_ADJ	-22.69	3.65	2.82	False
ivd_NOUN	-22.69	3.65	2.82	False
imipramine_NOUN	-22.69	3.65	2.82	False
phenylpropanoid_NOUN	-22.69	3.65	2.82	False
fabm_NOUN	-22.69	3.65	2.82	False
patch_VERB	-22.69	3.65	2.82	False
embolize_VERB	-22.69	3.65	2.82	False
sud_NOUN	-22.69	3.65	2.82	False
bag1_NOUN	-22.69	3.65	2.82	False
practitioner_NOUN	-22.69	40.19	31.07	False
lateral_ADJ	-22.78	98.04	75.71	True
deficit_NOUN	-22.79	87.08	67.23	True
dementia_NOUN	-22.81	76.12	58.76	False
reach_VERB	-22.81	76.12	58.76	False
strongly_ADV	-22.82	68.81	53.11	False
prediction_NOUN	-22.86	162.59	125.42	True
ischemia_NOUN	-22.86	54.20	41.81	False
youth_NOUN	-22.89	46.89	36.16	False
code_VERB	-22.92	39.58	30.51	False
classify_VERB	-22.94	111.44	85.88	True
overweight_ADJ	-23.01	28.62	22.03	False
moderate_VERB	-23.01	28.62	22.03	False
view_VERB	-23.06	24.97	19.21	False
abuse_NOUN	-23.13	42.63	32.77	False
androgen_NOUN	-23.13	21.31	16.38	False
adenosine_NOUN	-23.13	21.31	16.38	False
wound_NOUN	-23.13	106.57	81.92	True
pathological_ADJ	-23.13	63.94	49.15	False
stem_NOUN	-23.18	152.24	116.95	True
encode_VERB	-23.19	74.29	57.06	False
range_VERB	-23.20	109.61	84.18	True
intellectual_ADJ	-23.22	17.66	13.56	False
multicenter_NOUN	-23.22	17.66	13.56	False
respiration_NOUN	-23.22	17.66	13.56	False
discrepancy_NOUN	-23.22	17.66	13.56	False
within_ADP	-23.27	320.31	245.76	True
malignancy_NOUN	-23.32	73.68	56.50	False
parallel_ADJ	-23.36	14.01	10.73	False
multilevel_ADJ	-23.36	14.01	10.73	False
suffer_VERB	-23.36	28.01	21.47	False
lower_ADV	-23.36	14.01	10.73	False
linkage_NOUN	-23.36	14.01	10.73	False
mandibular_ADJ	-23.36	14.01	10.73	False
allergen_NOUN	-23.36	14.01	10.73	False
gondii_NOUN	-23.36	14.01	10.73	False
determined_ADJ	-23.36	14.01	10.73	False
conditional_ADJ	-23.36	14.01	10.73	False
breakfast_NOUN	-23.36	14.01	10.73	False
county_NOUN	-23.36	14.01	10.73	False
solar_ADJ	-23.40	52.37	40.11	False
hypersensitivity_NOUN	-23.59	20.70	15.82	False
stage_VERB	-23.59	10.35	7.91	False
proliferative_ADJ	-23.59	20.70	15.82	False
muscular_ADJ	-23.59	10.35	7.91	False
falciparum_NOUN	-23.59	10.35	7.91	False
trainee_NOUN	-23.59	10.35	7.91	False
generalization_NOUN	-23.59	20.70	15.82	False
premolar_NOUN	-23.59	10.35	7.91	False
operation_NOUN	-23.64	79.16	60.45	True
promise_VERB	-23.66	48.11	36.72	False
chinese_ADJ	-23.70	92.56	70.62	True
finger_NOUN	-23.72	27.40	20.90	False
skin_NOUN	-23.73	297.78	227.12	True
programme_NOUN	-23.74	44.45	33.90	False
clinic_NOUN	-23.76	78.55	59.89	True
homologous_ADJ	-23.79	17.05	12.99	False
syndrome_NOUN	-23.81	218.01	166.10	True
amino_ADJ	-23.84	40.80	31.07	False
still_ADV	-23.93	196.08	149.15	True
endoscopic_ADJ	-23.95	37.15	28.25	False
electron_NOUN	-24.01	121.18	92.09	True
ratio_NOUN	-24.02	545.01	414.13	True
focal_ADJ	-24.09	33.49	25.42	False
carcinoma_NOUN	-24.09	120.57	91.53	True
elective_ADJ	-24.09	20.10	15.25	False
mer_NOUN	-24.09	20.10	15.25	False
gist_NOUN	-24.09	13.40	10.17	False
phenyl_NOUN	-24.09	13.40	10.17	False
ventilator_NOUN	-24.09	13.40	10.17	False
pro_NOUN	-24.09	6.70	5.08	False
neighbor_NOUN	-24.09	6.70	5.08	False
catheterization_NOUN	-24.09	13.40	10.17	False
biologically_ADV	-24.09	6.70	5.08	False
biosynthetic_ADJ	-24.09	13.40	10.17	False
genome_ADV	-24.09	6.70	5.08	False
halogen_NOUN	-24.09	6.70	5.08	False
pinning_NOUN	-24.09	6.70	5.08	False
thalassemia_NOUN	-24.09	13.40	10.17	False
drift_NOUN	-24.09	6.70	5.08	False
recurrent_NOUN	-24.09	6.70	5.08	False
slowly_ADV	-24.09	6.70	5.08	False
segregation_NOUN	-24.09	13.40	10.17	False
reuse_VERB	-24.09	6.70	5.08	False
fluoroquinolone_NOUN	-24.09	6.70	5.08	False
eligibility_NOUN	-24.09	6.70	5.08	False
nucleoside_NOUN	-24.09	6.70	5.08	False
maxilla_NOUN	-24.09	6.70	5.08	False
involuntary_ADJ	-24.09	6.70	5.08	False
photocurrent_NOUN	-24.09	6.70	5.08	False
cytotoxicity_NOUN	-24.25	66.38	50.28	False
template_NOUN	-24.26	29.84	22.60	False
urgent_ADJ	-24.31	23.14	17.51	False
burnout_NOUN	-24.31	46.28	35.03	False
difference_NOUN	-24.34	1013.30	766.67	True
internal_ADJ	-24.35	79.16	59.89	True
present_VERB	-24.35	587.03	444.07	True
session_NOUN	-24.40	98.65	74.58	True
uptake_NOUN	-24.40	131.53	99.44	True
uterine_ADJ	-24.40	16.44	12.43	False
embolism_NOUN	-24.40	16.44	12.43	False
reversible_ADJ	-24.48	26.18	19.77	False
methanol_NOUN	-24.48	26.18	19.77	False
diabete_NOUN	-24.48	78.55	59.32	True
insurance_NOUN	-24.52	35.93	27.12	False
valve_NOUN	-24.52	35.93	27.12	False
fibroblast_ADJ	-24.62	9.74	7.34	False
substitute_NOUN	-24.62	9.74	7.34	False
behaviour_NOUN	-24.62	58.46	44.07	False
probiotic_ADJ	-24.62	19.49	14.69	False
fail_VERB	-24.62	38.97	29.38	False
endoplasmic_ADJ	-24.62	9.74	7.34	False
breastfe_VERB	-24.62	9.74	7.34	False
separately_ADV	-24.62	9.74	7.34	False
macaque_NOUN	-24.62	19.49	14.69	False
missense_NOUN	-24.62	9.74	7.34	False
mtt_NOUN	-24.62	9.74	7.34	False
automatic_ADJ	-24.62	19.49	14.69	False
thromboembolism_NOUN	-24.62	9.74	7.34	False
quiescent_ADJ	-24.62	9.74	7.34	False
indirect_ADJ	-24.62	29.23	22.03	False
diode_NOUN	-24.62	9.74	7.34	False
aki_NOUN	-24.62	9.74	7.34	False
subfamily_ADV	-24.62	9.74	7.34	False
spn_NOUN	-24.62	9.74	7.34	False
majority_NOUN	-24.68	236.27	177.97	True
specimen_NOUN	-24.77	67.59	50.85	False
registration_NOUN	-24.77	22.53	16.95	False
emergency_NOUN	-24.81	128.49	96.61	True
time_NOUN	-24.88	1538.82	1155.94	True
peak_ADJ	-24.89	12.79	9.60	False
workflow_NOUN	-24.89	12.79	9.60	False
symptomatic_ADJ	-24.89	25.58	19.21	False
btex_NOUN	-24.89	12.79	9.60	False
return_VERB	-24.96	41.41	31.07	False
department_NOUN	-24.99	85.86	64.41	True
red_ADJ	-25.00	73.07	54.80	True
observational_ADJ	-25.06	47.50	35.59	False
HCl_NOUN	-25.06	15.83	11.86	False
hydrodynamic_ADJ	-25.06	15.83	11.86	False
resonance_NOUN	-25.10	66.38	49.72	False
pancreatic_ADJ	-25.12	119.96	89.83	True
lesion_NOUN	-25.17	299.00	223.73	True
coli_NOUN	-25.18	75.51	56.50	True
colon_NOUN	-25.18	75.51	56.50	True
collect_VERB	-25.31	268.55	200.57	True
province_NOUN	-25.33	24.97	18.64	False
comparable_ADJ	-25.39	87.08	64.97	True
act_VERB	-25.39	87.08	64.97	True
injection_NOUN	-25.44	133.36	99.44	True
rat_NOUN	-25.48	266.11	198.31	True
rotation_NOUN	-25.52	43.24	32.20	False
modulus_NOUN	-25.52	43.24	32.20	False
late_ADJ	-25.67	101.09	75.14	True
school_NOUN	-25.69	134.58	100.00	True
route_NOUN	-25.78	42.63	31.64	False
swelling_NOUN	-25.78	21.31	15.82	False
shear_NOUN	-25.78	21.31	15.82	False
prioritization_NOUN	-25.78	3.04	2.26	False
devoid_ADJ	-25.78	3.04	2.26	False
interquartile_NOUN	-25.78	12.18	9.04	False
antifoule_VERB	-25.78	3.04	2.26	False
daratumumab_NOUN	-25.78	3.04	2.26	False
chemo_NOUN	-25.78	3.04	2.26	False
prostaglandin_NOUN	-25.78	3.04	2.26	False
sister_NOUN	-25.78	9.13	6.78	False
sausage_NOUN	-25.78	3.04	2.26	False
humoral_ADJ	-25.78	6.09	4.52	False
outbreak_VERB	-25.78	6.09	4.52	False
clear_ADJ	-25.78	152.24	112.99	True
slip_NOUN	-25.78	6.09	4.52	False
malaccense_NOUN	-25.78	3.04	2.26	False
spray_NOUN	-25.78	9.13	6.78	False
dilution_NOUN	-25.78	6.09	4.52	False
bioimaging_NOUN	-25.78	3.04	2.26	False
congestive_ADJ	-25.78	6.09	4.52	False
labial_ADJ	-25.78	3.04	2.26	False
phenylindole_NOUN	-25.78	3.04	2.26	False
barium_NOUN	-25.78	3.04	2.26	False
reflex_NOUN	-25.78	3.04	2.26	False
chat_NOUN	-25.78	3.04	2.26	False
lewy_ADJ	-25.78	3.04	2.26	False
program_VERB	-25.78	9.13	6.78	False
ADCC_NOUN	-25.78	3.04	2.26	False
bactericidal_ADJ	-25.78	6.09	4.52	False
descend_VERB	-25.78	6.09	4.52	False
pde_NOUN	-25.78	3.04	2.26	False
encoded_ADJ	-25.78	3.04	2.26	False
display_NOUN	-25.78	18.27	13.56	False
melanocyte_NOUN	-25.78	9.13	6.78	False
cave_NOUN	-25.78	3.04	2.26	False
null_NOUN	-25.78	3.04	2.26	False
retiree_NOUN	-25.78	3.04	2.26	False
wavefront_ADJ	-25.78	3.04	2.26	False
knife_NOUN	-25.78	3.04	2.26	False
renew_VERB	-25.78	3.04	2.26	False
incinerator_NOUN	-25.78	3.04	2.26	False
jugular_ADJ	-25.78	3.04	2.26	False
pulsatile_ADJ	-25.78	6.09	4.52	False
inductive_ADJ	-25.78	3.04	2.26	False
compressibility_NOUN	-25.78	3.04	2.26	False
sialic_ADJ	-25.78	6.09	4.52	False
repressor_NOUN	-25.78	6.09	4.52	False
fine_ADV	-25.78	3.04	2.26	False
homozygous_ADJ	-25.78	9.13	6.78	False
walled_ADJ	-25.78	3.04	2.26	False
spondyloarthritis_NOUN	-25.78	3.04	2.26	False
ampa_NOUN	-25.78	3.04	2.26	False
pyrimidine_NOUN	-25.78	3.04	2.26	False
bradycardia_NOUN	-25.78	6.09	4.52	False
dornase_NOUN	-25.78	6.09	4.52	False
incidentally_ADV	-25.78	3.04	2.26	False
stack_VERB	-25.78	12.18	9.04	False
LXRα_NOUN	-25.78	3.04	2.26	False
variational_ADJ	-25.78	3.04	2.26	False
tc_NOUN	-25.78	6.09	4.52	False
deep_ADV	-25.78	3.04	2.26	False
endoscopically_ADV	-25.78	3.04	2.26	False
fibroma_NOUN	-25.78	3.04	2.26	False
opacity_NOUN	-25.78	9.13	6.78	False
sparing_NOUN	-25.78	3.04	2.26	False
paracetamol_NOUN	-25.78	3.04	2.26	False
glucocorticoid_NOUN	-25.78	6.09	4.52	False
ts_NOUN	-25.78	3.04	2.26	False
taper_VERB	-25.78	3.04	2.26	False
acetyl_ADJ	-25.78	3.04	2.26	False
proliferator_NOUN	-25.78	3.04	2.26	False
coactivator_NOUN	-25.78	3.04	2.26	False
mcrpc_PRON	-25.78	3.04	2.26	False
cytosolic_ADJ	-25.78	6.09	4.52	False
ill_VERB	-25.78	3.04	2.26	False
cf_ADJ	-25.78	3.04	2.26	False
fs_NOUN	-25.78	3.04	2.26	False
asd_ADJ	-25.78	3.04	2.26	False
infantile_ADJ	-25.78	6.09	4.52	False
immunomodulator_NOUN	-25.78	3.04	2.26	False
seeg_NOUN	-25.78	3.04	2.26	False
vaccinated_ADJ	-25.78	9.13	6.78	False
haze_NOUN	-25.78	3.04	2.26	False
hemopericardium_NOUN	-25.78	3.04	2.26	False
polyelectrolyte_NOUN	-25.78	3.04	2.26	False
glove_NOUN	-25.78	9.13	6.78	False
harbour_VERB	-25.78	3.04	2.26	False
stool_NOUN	-25.78	12.18	9.04	False
kc_NOUN	-25.78	3.04	2.26	False
ca_NOUN	-25.78	3.04	2.26	False
lobster_NOUN	-25.78	3.04	2.26	False
sensible_ADJ	-25.78	3.04	2.26	False
brushing_NOUN	-25.78	3.04	2.26	False
packet_NOUN	-25.78	3.04	2.26	False
metronidazole_NOUN	-25.78	3.04	2.26	False
head_VERB	-25.78	3.04	2.26	False
hemicolectomy_NOUN	-25.78	3.04	2.26	False
erythrocyte_ADJ	-25.78	3.04	2.26	False
diffusivity_NOUN	-25.78	9.13	6.78	False
antihistamine_NOUN	-25.78	3.04	2.26	False
cyclic_NOUN	-25.78	3.04	2.26	False
garden_NOUN	-25.78	3.04	2.26	False
riz2_NOUN	-25.78	3.04	2.26	False
mag_ADJ	-25.78	3.04	2.26	False
updating_NOUN	-25.78	3.04	2.26	False
horn_VERB	-25.78	3.04	2.26	False
extractable_ADJ	-25.78	3.04	2.26	False
phenomena_NOUN	-25.78	6.09	4.52	False
phenome_NOUN	-25.78	3.04	2.26	False
cisgender_NOUN	-25.78	3.04	2.26	False
EGCG_NOUN	-25.78	3.04	2.26	False
gait_VERB	-25.78	3.04	2.26	False
hydrologic_NOUN	-25.78	3.04	2.26	False
bolus_NOUN	-25.78	3.04	2.26	False
cholangiocarcinoma_NOUN	-25.78	3.04	2.26	False
overwhelmingly_ADV	-25.78	3.04	2.26	False
coloration_NOUN	-25.78	6.09	4.52	False
cannabis_ADJ	-25.78	9.13	6.78	False
line_VERB	-25.78	3.04	2.26	False
woody_NOUN	-25.78	3.04	2.26	False
libitum_NOUN	-25.78	3.04	2.26	False
metachronous_ADJ	-25.78	3.04	2.26	False
dermatology_NOUN	-25.78	3.04	2.26	False
AxN_NOUN	-25.78	3.04	2.26	False
relocalization_NOUN	-25.78	3.04	2.26	False
polydisperse_NOUN	-25.78	3.04	2.26	False
cyp1a2_NOUN	-25.78	3.04	2.26	False
jujube_NOUN	-25.78	6.09	4.52	False
deionize_VERB	-25.78	3.04	2.26	False
flank_VERB	-25.78	3.04	2.26	False
incoming_ADJ	-25.78	3.04	2.26	False
viewpoint_NOUN	-25.78	3.04	2.26	False
deform_VERB	-25.78	3.04	2.26	False
fibrinolysis_NOUN	-25.78	3.04	2.26	False
viremic_ADJ	-25.78	3.04	2.26	False
gwa_NOUN	-25.78	3.04	2.26	False
screener_NOUN	-25.78	3.04	2.26	False
hpi_NOUN	-25.78	3.04	2.26	False
wtp_NOUN	-25.78	3.04	2.26	False
periclinal_ADJ	-25.78	3.04	2.26	False
mut_NOUN	-25.78	3.04	2.26	False
obstetrician_NOUN	-25.78	3.04	2.26	False
tuner_NOUN	-25.78	3.04	2.26	False
needling_NOUN	-25.78	3.04	2.26	False
gelastic_ADJ	-25.78	3.04	2.26	False
adenomatous_ADJ	-25.78	3.04	2.26	False
subsidence_NOUN	-25.78	3.04	2.26	False
relatedness_NOUN	-25.78	3.04	2.26	False
hca_NOUN	-25.78	3.04	2.26	False
isotopologue_NOUN	-25.78	3.04	2.26	False
quotient_NOUN	-25.78	3.04	2.26	False
urge_NOUN	-25.78	3.04	2.26	False
odorata_NOUN	-25.78	3.04	2.26	False
choline_NOUN	-25.78	3.04	2.26	False
periosteal_ADJ	-25.78	3.04	2.26	False
ctr_NOUN	-25.78	3.04	2.26	False
summarization_NOUN	-25.78	3.04	2.26	False
nanoleite_NOUN	-25.78	3.04	2.26	False
bivalent_ADJ	-25.78	3.04	2.26	False
antiandrogen_NOUN	-25.78	3.04	2.26	False
moisten_VERB	-25.78	3.04	2.26	False
lipidomic_NOUN	-25.78	3.04	2.26	False
absoluta_NOUN	-25.78	6.09	4.52	False
replantation_NOUN	-25.78	3.04	2.26	False
synthetic_ADJ	-25.78	63.94	47.46	True
triple_ADJ	-25.78	27.40	20.34	False
counterpart_NOUN	-25.78	15.22	11.30	False
transcript_NOUN	-25.78	27.40	20.34	False
insufficiency_NOUN	-25.78	15.22	11.30	False
warfarin_NOUN	-25.78	15.22	11.30	False
bridge_NOUN	-25.78	15.22	11.30	False
could_AUX	-25.86	915.26	678.53	True
macrophage_NOUN	-25.87	124.23	92.09	True
match_VERB	-25.93	75.51	55.93	True
be_AUX	-25.94	44299.47	32808.60	True
partial_ADJ	-25.97	60.29	44.63	False
score_NOUN	-25.98	819.04	606.22	True
kinetic_NOUN	-26.00	51.15	37.85	False
rare_ADJ	-26.03	135.19	100.00	True
top_ADJ	-26.07	77.95	57.63	True
map_NOUN	-26.09	71.86	53.11	True
nodule_NOUN	-26.16	29.84	22.03	False
scanner_NOUN	-26.20	26.79	19.77	False
neutral_ADJ	-26.20	26.79	19.77	False
average_NOUN	-26.25	23.75	17.51	False
perform_VERB	-26.28	646.10	476.27	True
atherosclerosis_NOUN	-26.29	44.45	32.77	False
leader_NOUN	-26.32	20.70	15.25	False
promoter_NOUN	-26.48	64.55	47.46	True
pore_NOUN	-26.48	32.27	23.73	False
back_NOUN	-26.55	14.61	10.73	False
adolescent_ADJ	-26.55	29.23	21.47	False
colonoscopy_NOUN	-26.55	14.61	10.73	False
crystallization_NOUN	-26.55	14.61	10.73	False
locally_ADV	-26.55	14.61	10.73	False
incorrect_ADJ	-26.55	14.61	10.73	False
caffeine_NOUN	-26.55	14.61	10.73	False
gcs_NOUN	-26.55	14.61	10.73	False
bond_VERB	-26.64	26.18	19.21	False
catalyze_VERB	-26.64	26.18	19.21	False
duct_NOUN	-26.64	26.18	19.21	False
curve_NOUN	-26.65	142.49	104.52	True
ventilation_NOUN	-26.68	37.76	27.68	False
intrinsic_ADJ	-26.75	23.14	16.95	False
pave_VERB	-26.75	11.57	8.47	False
represent_VERB	-26.75	150.41	110.17	True
midline_NOUN	-26.75	11.57	8.47	False
microrna_ADJ	-26.75	11.57	8.47	False
auc_NOUN	-26.75	57.85	42.37	False
order_NOUN	-26.82	314.22	229.94	True
existence_NOUN	-26.85	31.67	23.16	False
infarction_NOUN	-26.87	51.76	37.85	False
generation_NOUN	-26.89	132.14	96.61	True
height_NOUN	-26.90	60.29	44.07	True
fever_NOUN	-26.90	60.29	44.07	True
slightly_ADV	-26.90	20.10	14.69	False
less_ADV	-26.92	197.91	144.63	True
case_NOUN	-26.93	1043.74	762.71	True
accordance_NOUN	-26.96	28.62	20.90	False
hepatitis_NOUN	-26.96	28.62	20.90	False
panel_NOUN	-26.99	74.29	54.24	True
cytotoxic_ADJ	-26.99	37.15	27.12	False
culture_NOUN	-27.01	248.45	181.36	True
similar_ADJ	-27.09	412.26	300.57	True
than_SCONJ	-27.10	102.30	74.58	True
valent_NOUN	-27.10	8.53	6.21	False
pdx_NOUN	-27.10	8.53	6.21	False
acid_ADJ	-27.10	17.05	12.43	False
superiority_NOUN	-27.10	8.53	6.21	False
microscopic_ADJ	-27.10	17.05	12.43	False
phthalate_ADJ	-27.10	8.53	6.21	False
basalt_ADJ	-27.10	8.53	6.21	False
chrysin_NOUN	-27.10	8.53	6.21	False
optogenetic_ADJ	-27.10	8.53	6.21	False
straw_NOUN	-27.10	8.53	6.21	False
significance_NOUN	-27.15	164.42	119.77	True
operate_VERB	-27.26	76.12	55.37	True
adjuvant_ADJ	-27.28	22.53	16.38	False
median_ADJ	-27.29	357.46	259.89	True
rabbit_NOUN	-27.32	36.54	26.55	False
insertion_NOUN	-27.34	50.54	36.72	False
head_NOUN	-27.35	115.09	83.62	True
sugar_NOUN	-27.39	42.02	30.51	False
implant_NOUN	-27.39	98.04	71.19	True
algae_NOUN	-27.39	14.01	10.17	False
adulthood_NOUN	-27.39	14.01	10.17	False
aid_NOUN	-27.39	28.01	20.34	False
gaussian_ADJ	-27.39	14.01	10.17	False
kb_NOUN	-27.39	14.01	10.17	False
neutropenia_NOUN	-27.39	14.01	10.17	False
would_AUX	-27.46	362.94	263.28	True
synthesized_ADJ	-27.52	19.49	14.12	False
call_NOUN	-27.52	19.49	14.12	False
feel_VERB	-27.52	58.46	42.37	True
opioid_ADJ	-27.53	102.91	74.58	True
chromosome_NOUN	-27.56	44.45	32.20	False
ga_NOUN	-27.59	24.97	18.08	False
defect_NOUN	-27.63	91.34	66.10	True
professional_ADJ	-27.63	60.90	44.07	True
necrosis_NOUN	-27.63	60.90	44.07	True
grade_NOUN	-27.64	157.72	114.12	True
from_ADP	-27.65	3363.25	2433.34	True
photon_NOUN	-27.66	35.93	25.99	False
manner_NOUN	-27.75	143.10	103.39	True
administration_NOUN	-27.79	123.62	89.27	True
derive_VERB	-27.81	200.35	144.63	True
electrode_NOUN	-27.84	71.25	51.41	True
block_VERB	-27.84	49.33	35.59	False
preliminary_ADJ	-27.84	27.40	19.77	False
plasmid_NOUN	-27.84	10.96	7.91	False
concentration_NOUN	-27.84	690.55	498.31	True
bodily_ADJ	-27.84	5.48	3.95	False
purity_NOUN	-27.84	10.96	7.91	False
isoform_NOUN	-27.84	43.84	31.64	False
house_NOUN	-27.84	21.92	15.82	False
dilate_VERB	-27.84	5.48	3.95	False
dock_VERB	-27.84	5.48	3.95	False
msi_NOUN	-27.84	10.96	7.91	False
prenatal_ADJ	-27.84	21.92	15.82	False
solve_VERB	-27.84	43.84	31.64	False
hippocampal_ADJ	-27.84	5.48	3.95	False
vincristine_NOUN	-27.84	5.48	3.95	False
arabidopsis_NOUN	-27.84	5.48	3.95	False
fa_NOUN	-27.84	5.48	3.95	False
equivocal_ADJ	-27.84	5.48	3.95	False
tuning_NOUN	-27.84	5.48	3.95	False
solubilization_NOUN	-27.84	5.48	3.95	False
pks_NOUN	-27.84	5.48	3.95	False
compliant_ADJ	-27.84	5.48	3.95	False
residential_ADJ	-27.84	10.96	7.91	False
undernutrition_NOUN	-27.84	5.48	3.95	False
dione_NOUN	-27.84	5.48	3.95	False
irreversible_ADJ	-27.84	5.48	3.95	False
rearrangement_NOUN	-27.84	10.96	7.91	False
paw_NOUN	-27.84	5.48	3.95	False
orthopaedic_ADJ	-27.84	5.48	3.95	False
pass_NOUN	-27.84	5.48	3.95	False
conflict_VERB	-27.84	5.48	3.95	False
occipital_ADJ	-27.84	5.48	3.95	False
polyangiitis_NOUN	-27.84	5.48	3.95	False
psychopathology_NOUN	-27.84	5.48	3.95	False
